,SOI
1892-05-01,1.2720239312403248
1892-06-01,2.367336144935364
1892-07-01,0.8819847164563033
1892-08-01,0.8491491239451087
1892-09-01,0.5677142363646245
1892-10-01,0.9248366678118682
1892-11-01,-0.08374427666963866
1892-12-01,0.3664983562911455
1893-01-01,1.0227487034753473
1893-02-01,0.7320501702734235
1893-03-01,0.2317220250574589
1893-04-01,0.32657188893728506
1893-05-01,-0.038546179734515455
1893-06-01,1.4673120345336466
1893-07-01,1.5639316621697807
1893-08-01,1.0328592709525521
1893-09-01,0.51150490603148
1893-10-01,0.8686724977018939
1893-11-01,0.20838692101524775
1893-12-01,0.17774383802966984
1894-01-01,1.5610374947781591
1894-02-01,0.9156747949239682
1894-03-01,0.8636911843051746
1894-04-01,0.0260456107741175
1894-05-01,-0.19273089867266494
1894-06-01,0.2400064294404208
1894-07-01,-0.14093570211383544
1894-08-01,-0.25311175809927444
1894-09-01,-0.16300705796612522
1894-10-01,0.3070307966016399
1894-11-01,0.6173705977739559
1894-12-01,0.03617794933348259
1895-01-01,0.525866742272806
1895-02-01,0.36480092097233413
1895-03-01,0.3289480495570777
1895-04-01,-0.27448066738905
1895-05-01,-0.5011003365491392
1895-06-01,-0.08727506525108748
1895-07-01,0.06364838160017679
1895-08-01,-0.3143484737683527
1895-09-01,-0.38784437929857507
1895-10-01,-0.36693924471869044
1895-11-01,-0.7848591511131667
1895-12-01,-0.29414245762418034
1896-01-01,0.15320527137084122
1896-02-01,0.5117006206928033
1896-03-01,-0.20579508519096387
1896-04-01,-0.3946911786543444
1896-05-01,-3.816071793720361
1896-06-01,-2.7055270227833397
1896-07-01,-2.050387150111619
1896-08-01,-1.8452663654967012
1896-09-01,-1.793077637626866
1896-10-01,-1.602550987139211
1896-11-01,-1.0769903487979868
1896-12-01,-1.2851036784972765
1897-01-01,-1.047592801535312
1897-02-01,-0.4431474274900374
1897-03-01,-1.1294423179376465
1897-04-01,-1.0558489906132584
1897-05-01,-1.3491162907091805
1897-06-01,0.4036471767862215
1897-07-01,-0.14093570211383544
1897-08-01,0.35925539859206496
1897-09-01,0.005620933033371954
1897-10-01,0.3070307966016399
1897-11-01,-0.7264329115762559
1897-12-01,0.9799505406411829
1898-01-01,0.6500872325734296
1898-02-01,0.6218753954831134
1898-03-01,2.079016490550824
1898-04-01,1.0478349565288463
1898-05-01,0.11563853920372166
1898-06-01,0.15818605576752048
1898-07-01,0.7455953273136543
1898-08-01,0.48172882993036065
1898-09-01,0.28666758469903014
1898-10-01,0.08237411616148722
1898-11-01,-0.2590229952805041
1898-12-01,-0.011010680231913157
1899-01-01,1.1883760238762415
1899-02-01,0.8422249450637753
1899-03-01,1.5928863680525642
1899-04-01,0.5669929114678054
1899-05-01,-0.424007977079933
1899-06-01,-0.6600176809612968
1899-07-01,-0.48190917497057423
1899-08-01,-0.6817687677831703
1899-09-01,-0.1630070579660613
1899-10-01,0.7001799873717793
1899-11-01,1.3769117117545278
1899-12-01,-0.24695382805883825
1900-01-01,-0.5921176704329472
1900-02-01,-0.36969757762984456
1900-03-01,-1.9072505139348732
1900-04-01,-1.1159542462459056
1900-05-01,-0.424007977079933
1900-06-01,3.0218991343183808
1900-07-01,1.1547634947417562
1900-08-01,1.0328592709525521
1900-09-01,-1.5682403162943523
1900-10-01,-1.4340584768091602
1900-11-01,-0.5511541929653241
1900-12-01,-0.48289697588576336
1901-01-01,0.028984781070217677
1901-02-01,0.3648009209723759
1901-03-01,1.2039822700539784
1901-04-01,0.5669929114678738
1901-05-01,0.2698232581419588
1901-06-01,2.3673361449352712
1901-07-01,1.6321263567411441
1901-08-01,1.2165694179599262
1901-09-01,-1.5120309859612078
1901-10-01,-1.8833718376894018
1901-11-01,-0.7848591511131667
1901-12-01,-0.15257656892804675
1902-01-01,1.5196306646779356
1902-02-01,-0.03917325325883074
1902-03-01,1.3984343190532713
1902-04-01,0.8074139339983258
1902-05-01,1.040746852832969
1902-06-01,0.6491082978048294
1902-07-01,0.2682324653142666
1902-08-01,-0.5592953364449441
1902-09-01,-1.680658976960641
1902-10-01,-0.5354317550488049
1902-11-01,-0.31744923481741494
1902-12-01,-0.24695382805883825
1903-01-01,-0.7577449908338413
1903-02-01,-0.6634969770706993
1903-03-01,1.9331774538013682
1903-04-01,1.5286770015899553
1903-05-01,1.0407468528328814
1903-06-01,0.3218268031133211
1903-07-01,0.7455953273136543
1903-08-01,0.2980186829229867
1903-09-01,0.7925515576971383
1903-10-01,0.5316874770416649
1903-11-01,0.09153444194129319
1903-12-01,1.499025465860429
1904-01-01,1.2711896840766885
1904-02-01,1.3930988190154094
1904-03-01,1.2039822700539233
1904-04-01,2.550466347344752
1904-05-01,1.1949315717712061
1904-06-01,-0.33273618626978846
1904-07-01,-0.8228826478273905
1904-08-01,0.35925539859206496
1904-09-01,0.0056209330333080515
1904-10-01,0.25086662649160174
1904-11-01,-1.5444002650937385
1904-12-01,0.27212109716040767
1905-01-01,-0.7577449908338413
1905-02-01,-1.177645926092216
1905-03-01,-2.3447676241832958
1905-04-01,-2.859006659592264
1905-05-01,-3.3535176369058246
1905-06-01,-2.787347396456147
1905-07-01,-2.118581844682905
1905-08-01,-0.4368219051066484
1905-09-01,-0.6688910309642333
1905-10-01,-0.36693924471869044
1905-11-01,-1.6028265046306494
1905-12-01,-1.1907264193665386
1906-01-01,-0.26086302963125296
1906-02-01,-0.4431474274900374
1906-03-01,-0.10856906069134507
1906-04-01,-0.39469117865427605
1906-05-01,0.42400797708010823
1906-06-01,-0.005454691578280173
1906-07-01,0.8137900218850176
1906-08-01,1.7676998589821873
1906-09-01,1.6919008430272573
1906-10-01,0.9810008379219702
1906-11-01,1.9027478675871239
1906-12-01,0.4608756154219907
1907-01-01,0.4844599121725825
1907-02-01,0.25462614618202406
1907-03-01,0.3289480495570777
1907-04-01,0.5669929114678738
1907-05-01,1.272023931240237
1907-06-01,1.2218509135150386
1907-07-01,-0.3455197858279252
1907-08-01,-0.49805862077579627
1907-09-01,0.0056209330333080515
1907-10-01,0.19470245638156355
1907-11-01,-0.20059675574352678
1907-12-01,0.8383846519450494
1908-01-01,-0.8819654811344649
1908-02-01,0.7320501702734653
1908-03-01,0.37756106180691473
1908-04-01,1.468571745957308
1908-05-01,0.1927308986728402
1908-06-01,0.15818605576752048
1908-07-01,0.3364271598856298
1908-08-01,0.7879124082760304
1908-09-01,1.6356915126941767
1908-10-01,0.8686724977018301
1908-11-01,0.20838692101518133
1908-12-01,-0.48289697588576336
1909-01-01,-0.17804936943080588
1909-02-01,-0.11262310311902356
1909-03-01,0.32894804955713297
1909-04-01,-0.815427968082738
1909-05-01,0.5011003365492268
1909-06-01,2.6946176396268724
1909-07-01,1.2229581893130421
1909-08-01,1.2165694179599957
1909-09-01,0.06183026336645247
1909-10-01,0.5316874770417287
1909-11-01,0.7926493163848213
1909-12-01,0.4608756154219907
1910-01-01,0.525866742272806
1910-02-01,1.3196489691551747
1910-03-01,1.4956603435529454
1910-04-01,0.6270981671004526
1910-05-01,0.3469156176109897
1910-06-01,2.612797265953972
1910-07-01,2.245878607883336
1910-08-01,1.2165694179599957
1910-09-01,1.410854191361599
1910-10-01,1.0933291781419827
1910-11-01,1.7274691489762586
1910-12-01,1.499025465860429
1911-01-01,0.3188325917717354
1911-02-01,0.2546261461820658
1911-03-01,0.6692391353058816
1911-04-01,0.38667714456993224
1911-05-01,-0.5011003365490515
1911-06-01,-0.8236584283070043
1911-07-01,-1.232050815255415
1911-08-01,-0.8654789147906139
1911-09-01,-0.8375190219636666
1911-10-01,-0.9285809458189445
1911-11-01,-0.6680066720392122
1911-12-01,-0.105387939362651
1912-01-01,-0.7991518209340649
1912-02-01,-1.2143708510223334
1912-03-01,-0.44886014644014904
1912-04-01,-1.2962700131438472
1912-05-01,-0.9636544933636753
1912-06-01,-0.2509158125968881
1912-07-01,0.06364838160017679
1912-08-01,-0.4368219051066484
1912-09-01,-0.38784437929863896
1912-10-01,-0.5915959251588431
1912-11-01,0.20838692101524775
1912-12-01,-0.7188401237126885
1913-01-01,-0.26086302963130004
1913-02-01,-0.2595228028394927
1913-03-01,0.4747870863065888
1913-04-01,-0.21437541175640287
1913-05-01,-0.5011003365490515
1913-06-01,-0.005454691578280173
1913-07-01,-0.07274100754247219
1913-08-01,-0.4368219051066484
1913-09-01,-0.8937283522968109
1913-10-01,-0.7039242653788556
1913-11-01,-1.0769903487980532
1913-12-01,-0.6244628645818969
1914-01-01,-0.42649035003214714
1914-02-01,0.2913510711121413
1914-03-01,1.2039822700539784
1914-04-01,-0.815427968082738
1914-05-01,0.26982325814187114
1914-06-01,-1.3145806703443133
1914-07-01,-1.7776083718262434
1914-08-01,-1.3553726401436574
1914-09-01,-1.1747750039624691
1914-10-01,-0.6477600952688174
1914-11-01,-1.0769903487979868
1914-12-01,-0.105387939362651
1915-01-01,-1.834322573439418
1915-02-01,-0.03917325325883074
1915-03-01,-1.4697334036864504
1915-04-01,-1.0558489906133266
1915-05-01,-0.8865621338945567
1915-06-01,1.058210166169238
1915-07-01,1.5639316621698582
1915-08-01,0.9716225552834044
1915-09-01,0.6801328970309133
1915-10-01,0.36319496671167806
1915-11-01,-1.3106953069458294
1915-12-01,0.9327619110757872
1916-01-01,0.525866742272806
1916-02-01,-0.1493480280491826
1916-03-01,-0.20579508519101913
1916-04-01,0.20636137767205903
1916-05-01,0.9636544933638506
1916-06-01,1.303671287187846
1916-07-01,2.791436164454087
1916-08-01,1.8289365746512656
1916-09-01,0.3990862453652551
1916-10-01,0.7001799873717793
1916-11-01,0.851075555921865
1916-12-01,1.4518368362950331
1917-01-01,0.4844599121725825
1917-02-01,0.9156747949240099
1917-03-01,1.9817904660512051
1917-04-01,1.8292032797531228
1917-05-01,2.4284093232767527
1917-06-01,2.5309768922810716
1917-07-01,3.06421494273954
1917-08-01,3.6048013290562055
1917-09-01,2.7598781193567454
1917-10-01,1.5426425390222243
1917-11-01,1.844321628050213
1917-12-01,2.112477650210413
1918-01-01,1.312596514176865
1918-02-01,1.4298237439455266
1918-03-01,0.18310901280762185
1918-04-01,1.468571745957308
1918-05-01,1.2720239312403248
1918-06-01,-0.08727506525108748
1918-07-01,-1.368440204398064
1918-08-01,-0.13063832676097872
1918-09-01,-0.7813096916305221
1918-10-01,-0.3107750746087161
1918-11-01,0.09153444194129319
1918-12-01,-0.7188401237126885
1919-01-01,-1.2546269520364297
1919-02-01,-0.7369468269308922
1919-03-01,-0.7891512321888977
1919-04-01,0.0260456107741175
1919-05-01,-0.424007977079933
1919-06-01,-0.6600176809612968
1919-07-01,-0.8228826478273905
1919-08-01,-0.3755851894375006
1919-09-01,-0.5564723702980083
1919-10-01,-0.816252605598932
1919-11-01,-1.0185641092610094
1919-12-01,-0.8132173828434799
1920-01-01,0.19461210147106478
1920-02-01,-0.0024483283287134536
1920-03-01,-0.011343036191671011
1920-04-01,0.2664666333047062
1920-05-01,0.038546179734690746
1920-06-01,1.058210166169238
1920-07-01,1.086568800170393
1920-08-01,0.7879124082760304
1920-09-01,0.4552955756983356
1920-10-01,-0.25461090449867796
1920-11-01,-0.025318037132661373
1920-12-01,0.9327619110757872
1921-01-01,0.9813418733751238
1921-02-01,0.6586003204132307
1921-03-01,1.1553692578041415
1921-04-01,-0.27448066738905
1921-05-01,0.5011003365492268
1921-06-01,2.612797265953972
1921-07-01,0.40462185445691556
1921-08-01,-0.3755851894375702
1921-09-01,0.4552955756983995
1921-10-01,1.0371650080319446
1921-11-01,0.7342230768479104
1921-12-01,0.7911960223796536
1922-01-01,0.7329008927738767
1922-02-01,0.8422249450637753
1922-03-01,0.8636911843051746
1922-04-01,-0.1542701561237557
1922-05-01,-0.19273089867266494
1922-06-01,0.9763897924963377
1922-07-01,0.3364271598855523
1922-08-01,0.17554525158469098
1922-09-01,0.4552955756983995
1922-10-01,0.7001799873717793
1922-11-01,0.7342230768479104
1922-12-01,1.1215164293373165
1923-01-01,0.525866742272806
1923-02-01,0.474975695762686
1923-03-01,1.1553692578041415
1923-04-01,0.867519189630973
1923-05-01,0.5011003365492268
1923-06-01,0.48546755045902873
1923-07-01,-1.0956614261126885
1923-08-01,-1.4778460714819532
1923-09-01,-1.399612325294983
1923-10-01,-0.4231034148287286
1923-11-01,-1.135416588334964
1923-12-01,0.22493246759501193
1924-01-01,-0.42649035003214714
1924-02-01,0.2179012212519485
1924-03-01,0.5720131108062075
1924-04-01,-0.8755332237153851
1924-05-01,1.4262086501784743
1924-06-01,1.2218509135149456
1924-07-01,0.8819847164563033
1924-08-01,1.2778061336291437
1924-09-01,0.7363422273640577
1924-10-01,0.8686724977018939
1924-11-01,1.026354274532664
1924-12-01,0.5080642449873328
1925-01-01,0.525866742272806
1925-02-01,1.2094741943648648
1925-03-01,1.690112392552183
1925-04-01,1.2882559790594348
1925-05-01,0.1927308986728402
1925-06-01,-0.08727506525118049
1925-07-01,-1.3002455098267782
1925-08-01,-0.7430054834523181
1925-09-01,-0.6126817006310888
1925-10-01,-1.0409092860390208
1925-11-01,-0.8432853906501441
1925-12-01,-0.6244628645818969
1926-01-01,-0.42649035003210006
1926-02-01,-0.9940213014416714
1926-03-01,-0.8377642444387348
1926-04-01,-0.27448066738905
1926-05-01,0.0385461797346031
1926-06-01,-0.3327361862696954
1926-07-01,-0.004546312971108935
1926-08-01,-0.4368219051066484
1926-09-01,0.11803959369959689
1926-10-01,0.5316874770417287
1926-11-01,0.09153444194129319
1926-12-01,0.6024415041181242
1927-01-01,0.4844599121725825
1927-02-01,0.2179012212519485
1927-03-01,1.9817904660512051
1927-04-01,0.747308678365747
1927-05-01,0.8865621338948196
1927-06-01,1.2218509135150386
1927-07-01,0.7455953273136543
1927-08-01,-0.1918750424301266
1927-09-01,-0.05058839729983637
1927-10-01,-0.25461090449867796
1927-11-01,-0.7264329115761895
1927-12-01,0.7440073928142579
1928-01-01,-0.8405586510342884
1928-02-01,0.9523997198541272
1928-03-01,1.5928863680525642
1928-04-01,1.1079402121614934
1928-05-01,0.038546179734690746
1928-06-01,-0.41455655994259577
1928-07-01,0.06364838160017679
1928-08-01,1.2165694179599262
1928-09-01,0.7363422273640577
1928-10-01,0.9810008379219064
1928-11-01,0.20838692101518133
1928-12-01,1.1215164293373703
1929-01-01,1.4368170044774886
1929-02-01,1.5399985187358367
1929-03-01,0.8150781720553375
1929-04-01,0.5669929114678054
1929-05-01,-0.8865621338945567
1929-06-01,0.48546755045902873
1929-07-01,0.2682324653142666
1929-08-01,0.29801868292291706
1929-09-01,-0.05058839729983637
1929-10-01,0.8686724977018939
1929-11-01,0.9679280349957532
1929-12-01,0.5552528745527285
1930-01-01,1.146969193775971
1930-02-01,0.7320501702734653
1930-03-01,0.5234000985563706
1930-04-01,-0.03405964485852968
1930-05-01,0.5011003365492268
1930-06-01,-0.1690954389239878
1930-07-01,-0.3455197858279252
1930-08-01,0.1143085359155431
1930-09-01,-0.6688910309642971
1930-10-01,0.47552330693169054
1930-11-01,0.14996068147827046
1930-12-01,-0.105387939362651
1931-01-01,0.6500872325734296
1931-02-01,-1.0307462263717886
1931-03-01,0.8636911843051746
1931-04-01,0.867519189630973
1931-05-01,1.5803933691166236
1931-06-01,2.285515771262464
1931-07-01,1.086568800170393
1931-08-01,0.2980186829229867
1931-09-01,0.4552955756983356
1931-10-01,-1.0409092860390208
1931-11-01,-0.4343017138913695
1931-12-01,0.4608756154219907
1932-01-01,0.19461210147111185
1932-02-01,-0.1493480280491826
1932-03-01,0.13449600055778482
1932-04-01,0.08615086640669635
1932-05-01,0.5781926960183453
1932-06-01,-0.08727506525108748
1932-07-01,-0.41371448039921094
1932-08-01,-0.3755851894375006
1932-09-01,-0.8375190219636666
1932-10-01,-0.25461090449867796
1932-11-01,-0.4343017138914359
1932-12-01,0.31930972672580343
1933-01-01,-0.9233723112346884
1933-02-01,0.5117006206928033
1933-03-01,0.18310901280762185
1933-04-01,0.5068876558351583
1933-05-01,0.8865621338947319
1933-06-01,-0.005454691578187154
1933-07-01,0.4728165490282788
1933-08-01,0.2367819672537692
1933-09-01,0.1742489240327413
1933-10-01,0.47552330693169054
1933-11-01,0.6173705977739559
1933-12-01,0.7911960223796536
1934-01-01,0.6086804024732532
1934-02-01,0.14445137139171393
1934-03-01,0.37756106180691473
1934-04-01,0.6872034227330998
1934-05-01,-0.424007977079933
1934-06-01,1.4673120345336466
1934-07-01,0.40462185445691556
1934-08-01,-1.8452663654967012
1934-09-01,-0.6126817006311528
1934-10-01,0.5316874770417287
1934-11-01,1.1432067536066186
1934-12-01,-0.19976519849344251
1935-01-01,0.6086804024732532
1935-02-01,-0.2227978779093754
1935-03-01,1.4470473313030532
1935-04-01,0.4467824002025794
1935-05-01,-0.34691561761090206
1935-06-01,0.15818605576752048
1935-07-01,0.06364838160017679
1935-08-01,0.48172882993036065
1935-09-01,0.5677142363646883
1935-10-01,0.8125083275918558
1935-11-01,0.3252394000891359
1935-12-01,-0.34133108718962973
1936-01-01,-0.13664253933062942
1936-02-01,0.18117629632183122
1936-03-01,0.5234000985563706
1936-04-01,1.88930853538577
1936-05-01,0.7323774149564949
1936-06-01,0.2400064294404208
1936-07-01,0.541011243599642
1936-08-01,-0.5592953364449441
1936-09-01,0.23045825436582182
1936-10-01,0.13853828627158923
1936-11-01,-1.2522690674089185
1936-12-01,0.08336657889887834
1937-01-01,0.8571213830745003
1937-02-01,-0.2595228028394927
1937-03-01,0.9123041965550116
1937-04-01,0.38667714456993224
1937-05-01,0.2698232581419588
1937-06-01,0.7309286714776367
1937-07-01,-0.48190917497057423
1937-08-01,0.6042022612686564
1937-09-01,0.06183026336645247
1937-10-01,-0.08611839416856344
1937-11-01,-0.20059675574352678
1937-12-01,0.6496301336835201
1938-01-01,0.6914940626736531
1938-02-01,0.4015258459024932
1938-03-01,0.037269976058110756
1938-04-01,0.5068876558351583
1938-05-01,1.5803933691167114
1938-06-01,2.2036953975895637
1938-07-01,2.0412945241693237
1938-08-01,1.5227529963056654
1938-09-01,0.6801328970309133
1938-10-01,1.3179858585820716
1938-11-01,0.14996068147827046
1938-12-01,1.3102709475988996
1939-01-01,1.5196306646779356
1939-02-01,0.7320501702734653
1939-03-01,1.3984343190532713
1939-04-01,0.9276244452636202
1939-05-01,0.1927308986728402
1939-06-01,0.2400064294404208
1939-07-01,0.9501794110277441
1939-08-01,0.23678196725383882
1939-09-01,-0.8937283522968109
1939-10-01,-1.2094017963690713
1939-11-01,-0.7264329115762559
1939-12-01,-0.7660287532780842
1940-01-01,0.02898478107026475
1940-02-01,-0.18607295297925813
1940-03-01,-0.5946991831896049
1940-04-01,-0.45479643428692323
1940-05-01,-1.1178392123019123
1940-06-01,-1.5600417913629212
1940-07-01,-1.504829593540868
1940-08-01,-1.4778460714819532
1940-09-01,-1.8492869679600743
1940-10-01,-1.5463868170292365
1940-11-01,-0.6095804325023013
1940-12-01,-2.700762565458827
1941-01-01,-0.7991518209340178
1941-02-01,-1.067471151301906
1941-03-01,-0.5946991831896049
1941-04-01,-0.5750069455522177
1941-05-01,-0.34691561761090206
1941-06-01,-1.0691195493257053
1941-07-01,-2.0503871501115416
1941-08-01,-1.5390827871510315
1941-09-01,-0.7813096916305221
1941-10-01,-1.7148793273592873
1941-11-01,-0.8432853906501441
1941-12-01,-0.7660287532780305
1942-01-01,-1.0889996316355355
1942-02-01,-0.14934802804914085
1942-03-01,-0.1571820729411821
1942-04-01,-0.1542701561237557
1942-05-01,0.809469774425701
1942-06-01,1.2218509135150386
1942-07-01,-0.004546312971186463
1942-08-01,0.6654389769377347
1942-09-01,0.7925515576971383
1942-10-01,0.9248366678118682
1942-11-01,-0.3758754743543922
1942-12-01,1.3102709475988459
1943-01-01,0.8571213830745473
1943-02-01,0.9523997198541272
1943-03-01,0.7178521475557187
1943-04-01,1.2281507234267877
1943-05-01,0.5781926960183453
1943-06-01,-0.41455655994268875
1943-07-01,0.40462185445691556
1943-08-01,1.0328592709525521
1943-09-01,0.51150490603148
1943-10-01,0.9810008379219064
1943-11-01,0.3252394000891359
1943-12-01,-0.7660287532780842
1944-01-01,-0.6749313306334414
1944-02-01,0.4382507708325687
1944-03-01,0.8636911843051746
1944-04-01,-0.15427015612382403
1944-05-01,0.1927308986728402
1944-06-01,-0.005454691578280173
1944-07-01,-0.8228826478273129
1944-08-01,0.6042022612686564
1944-09-01,0.23045825436588574
1944-10-01,-0.6477600952688174
1944-11-01,-0.6095804325023013
1944-12-01,0.4136869858565949
1945-01-01,0.4844599121725825
1945-02-01,0.6218753954831134
1945-03-01,1.5442733558027824
1945-04-01,-0.27448066738905
1945-05-01,0.2698232581419588
1945-06-01,1.2218509135150386
1945-07-01,0.4728165490282788
1945-08-01,1.4002795649673698
1945-09-01,0.7925515576972021
1945-10-01,0.3631949667116142
1945-11-01,-0.31744923481741494
1945-12-01,0.6496301336834663
1946-01-01,-0.17804936943080588
1946-02-01,0.474975695762686
1946-03-01,0.18310901280762185
1946-04-01,-0.45479643428692323
1946-05-01,-0.8094697744255258
1946-06-01,-0.5781973072883964
1946-07-01,-0.959272036969962
1946-08-01,-0.13063832676097872
1946-09-01,-1.5120309859612717
1946-10-01,-0.9847451159289188
1946-11-01,-0.14217051620661594
1946-12-01,-0.4828969758857097
1947-01-01,-0.3850835199319236
1947-02-01,-0.18607295297925813
1947-03-01,1.3984343190532713
1947-04-01,-0.09416490049117686
1947-05-01,-1.040746852832794
1947-06-01,0.6491082978048294
